assay_chembl_id,assay_description,assay_type,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism,data_source,std_smiles,pIC50,activity_class,scaffold
CHEMBL4235941,Antitrypanosomal activity against Trypanosoma cruzi amastigote forms infected in African green monkey Vero cells,F,COc1cc(Nc2nc(C(C)C)cc(N(C)C)n2)ccc1F,CHEMBL4229528,CHEMBL4249309,5.7,=,=,EC50,nM,1995.26,CHEMBL368,pEC50,,5.7,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1cc(Nc2nc(C(C)C)cc(N(C)C)n2)ccc1F,5.700000503883016,Active,c1ccc(Nc2ncccn2)cc1
CHEMBL712541,The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,F,Nc1n[nH]c(NS(=O)(=O)c2ccccc2)n1,CHEMBL1129912,CHEMBL11624,5.7,=,=,IC50,nM,2000.0,CHEMBL367,IC50,uM,2.0,L_donovani,Leishmania donovani,ChEMBL,Nc1n[nH]c(NS(=O)(=O)c2ccccc2)n1,5.698970004336019,Active,O=S(=O)(Nc1ncn[nH]1)c1ccccc1
CHEMBL919180,Antileishmanial activity against Leishmania infantum clone MCAN/GR/82/LEM497 promastigotes by MTT assay after 1 to 2 days,F,C=Cc1nc2ccccc2n2cccc12,CHEMBL1144505,CHEMBL374957,6.3,=,=,IC50,nM,500.0,CHEMBL612848,IC50,uM,0.5,L_infantum,Leishmania infantum,ChEMBL,C=Cc1nc2ccccc2n2cccc12,6.301029995663981,Active,c1ccc2c(c1)ncc1cccn12
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,Br.Fc1ccc(Nc2nc(-c3ccccn3)cs2)cc1,CHEMBL3430912,CHEMBL3431436,5.3,=,=,IC50,nM,3761.88,CHEMBL368,pIC50,,5.3,T_cruzi,Trypanosoma cruzi,ChEMBL,Fc1ccc(Nc2nc(-c3ccccn3)cs2)cc1,5.424595062100109,Active,c1ccc(Nc2nc(-c3ccccn3)cs2)cc1
CHEMBL2028076,MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,F,OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21,CHEMBL2028040,CHEMBL546162,4.78,=,=,IC50,nM,16594.48,CHEMBL612848,IC50,uM,16.594480514526367,L_infantum,Leishmania infantum,ChEMBL,OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21,4.780036351972996,Inactive,c1ccc2c(c1)c1ccccc1n2CCCNC1CCCCC1
CHEMBL4412312,Antimicrobial activity against Trypanosoma cruzi Y infected in human U2OS cells after 96 hrs by HCS assay,F,COc1ccc(N2CCN(C(=O)CN(Cc3ccccc3C)S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,CHEMBL4411286,CHEMBL4537220,5.57,=,=,EC50,nM,2695.7650000000003,CHEMBL368,EC50,uM,2.7,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1ccc(N2CCN(C(=O)CN(Cc3ccccc3C)S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,5.56931796957424,Active,O=C(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1)N1CCN(c2ccccc2)CC1
CHEMBL5329226,Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes transfected with luciferase reporter gene assessed as inhibition of promastigotes growth incubated for 72 hrs by Steady-Glo reagent based luminescence analysis,F,O=C1OC(O)C(NCc2cn(-c3ccc(F)c(C(F)(F)F)c3)nn2)=C1Cl,CHEMBL5329145,CHEMBL5434804,4.51,=,=,IC50,nM,19810.0,CHEMBL367,IC50,uM,30.6,L_donovani,Leishmania donovani,ChEMBL,O=C1OC(O)C(NCc2cn(-c3ccc(F)c(C(F)(F)F)c3)nn2)=C1Cl,4.703115524461453,Inactive,O=C1C=C(NCc2cn(-c3ccccc3)nn2)CO1
CHEMBL2095141,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,CCS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccccc3F)cc21,CHEMBL2094269,CHEMBL2095130,5.23,=,=,IC50,nM,5870.0,CHEMBL368,IC50,uM,5.87,T_cruzi,Trypanosoma cruzi,ChEMBL,CCS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccccc3F)cc21,5.231361898752385,Active,O=S(=O)(Nc1ccc2c(c1)NCCC2)c1ccccc1
CHEMBL3297541,Antileishmanial activity against intracellular amastigote stage of Leishmania donovani MHOM/ET/67/L82 infected in mouse J774A1 cells by colorimetric assay,F,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,CHEMBL3286201,CHEMBL1624459,6.17,=,=,EC50,nM,670.0,CHEMBL367,EC50,uM,0.67,L_donovani,Leishmania donovani,ChEMBL,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,6.173925197299173,Active,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1
CHEMBL2028073,MMV: Inhibition of Trypanosoma cruzi (Tulahuen C4 LacZ) (Chagas in vitro).,F,CCCCc1c(CCC)c(=N)c2ccccc2n1C.I,CHEMBL2028040,CHEMBL609628,6.43,=,=,IC50,nM,374.58,CHEMBL368,IC50,uM,0.3745767772197723,T_cruzi,Trypanosoma cruzi,ChEMBL,CCCCc1c(CCC)c(=N)c2ccccc2n1C,6.426455414685067,Active,N=c1cc[nH]c2ccccc12
CHEMBL5123995,Antileishmanial activity against intracellular Leishmania infantum MHOM/MA(BE)/67 ITMAP263 amastigotes infected in Swiss mouse peritoneal macrophage assessed as inhibition of parasite growth measured after 5 days by geimsa staining based microscopic analysis,F,Cc1ncnc2c1c(-c1cncnc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL5120865,CHEMBL5191701,5.19,=,=,EC50,nM,6500.0,CHEMBL612848,EC50,uM,6.5,L_infantum,Leishmania infantum,ChEMBL,Cc1ncnc2c1c(-c1cncnc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.187086643357144,Active,c1ncc(-c2cn([C@H]3CCCO3)c3ncncc23)cn1
CHEMBL3431451,"GSK_TCAKS: pIC50 Leishmania donovani Imaging: Infected Macrophages. Assay plates (384-well) were prepared by adding 250nL of compound to each well. For single shot assay, the final compound concentration was 5 uM. For potency determinations, eleven-point one in three dilution curves were generated with a top concentration of 50 uM. Two exposure images were taken for each well using 405 nm and 488 nm laser excitation. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: Percent of infected macrophage cells were reported for each well.",F,CC(=O)Nc1ccc(-c2noc(CC3CCCN(Cc4cccc(F)c4C)C3)n2)cc1,CHEMBL3430912,CHEMBL3431191,4.5,=,=,IC50,nM,31622.78,CHEMBL367,pIC50,,4.5,L_donovani,Leishmania donovani,ChEMBL,CC(=O)Nc1ccc(-c2noc(CC3CCCN(Cc4cccc(F)c4C)C3)n2)cc1,4.499999953328896,Inactive,c1ccc(CN2CCCC(Cc3nc(-c4ccccc4)no3)C2)cc1
CHEMBL834388,Tested for growth inhibitory activity against Leishmania amazonensis promastigotes,F,CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(O)cc1,CHEMBL1137223,CHEMBL361086,5.38,=,=,IC50,nM,4200.0,CHEMBL612877,IC50,uM,4.2,L_amazonensis,Leishmania amazonensis,ChEMBL,CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(O)cc1,5.376750709602099,Active,c1ccc(Nc2ccnc3[nH]ncc23)cc1
CHEMBL2416473,Antichagasic activity against epimastigote form of Trypanosoma cruzi Tulahuen 2 assessed as parasite growth inhibition measured on day 5,F,COC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccc(F)cc2[n+]1[O-],CHEMBL2413059,CHEMBL2415070,5.46,=,=,IC50,nM,3500.0,CHEMBL368,IC50,uM,3.5,T_cruzi,Trypanosoma cruzi,ChEMBL,COC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccc(F)cc2[n+]1[O-],5.455931955649724,Active,c1ccc2[nH+]cc[nH+]c2c1
CHEMBL2422957,Antileishmanial activity against amastigotes of Leishmania donovani MHOM/SD/62/IS-CL2D,F,N=C(N)c1cccc(COc2c(I)cc(C(=N)N)cc2I)c1,CHEMBL2417357,CHEMBL2417998,5.86,=,=,IC50,nM,1390.0,CHEMBL367,IC50,uM,1.39,L_donovani,Leishmania donovani,ChEMBL,N=C(N)c1cccc(COc2c(I)cc(C(=N)N)cc2I)c1,5.856985199745905,Active,c1ccc(COc2ccccc2)cc1
CHEMBL5117906,Antileishmanial activity against Leishmania donovani infected in human THP-1 cells assessed as growth inhibition by intramacrophage assay,F,COc1ccc(-c2cnc(NC(=O)c3ccc(C)cc3)n2C)cc1,CHEMBL5113486,CHEMBL5190762,4.54,=,=,IC50,nM,29000.0,CHEMBL367,IC50,uM,29.0,L_donovani,Leishmania donovani,ChEMBL,COc1ccc(-c2cnc(NC(=O)c3ccc(C)cc3)n2C)cc1,4.5376020021010435,Inactive,O=C(Nc1ncc(-c2ccccc2)[nH]1)c1ccccc1
CHEMBL2028073,MMV: Inhibition of Trypanosoma cruzi (Tulahuen C4 LacZ) (Chagas in vitro).,F,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Cl)ccc1O,CHEMBL2028040,CHEMBL589733,6.46,=,=,IC50,nM,342.59,CHEMBL368,IC50,uM,0.3425877392292022,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Cl)ccc1O,6.465225317985227,Active,O=C(Nc1ccccc1)c1ccccc1
CHEMBL4262128,Antitrypanosomal activity against Trypanosoma cruzi strain CL Brener epimastigotes measured after 72 hrs by Neubauer chamber based cell counting method,F,CCCc1cn(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)nn1,CHEMBL4261495,CHEMBL4289314,4.75,=,=,IC50,nM,18000.0,CHEMBL368,IC50,uM,18.0,T_cruzi,Trypanosoma cruzi,ChEMBL,CCCc1cn(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)nn1,4.7447274948966935,Inactive,c1c[nH]nn1
CHEMBL2028076,MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,F,Cc1ccc(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)cc1,CHEMBL2028040,CHEMBL588732,4.59,=,=,IC50,nM,25398.42,CHEMBL612848,IC50,uM,25.39841651916504,L_infantum,Leishmania infantum,ChEMBL,Cc1ccc(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)cc1,4.5951932993888915,Inactive,O=C(NCc1cccs1)C1CCN(c2nc3ccccc3n2Cc2ccccc2)CC1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,Cc1[nH]c2ccccc2c(=O)c1Cc1c(C)[nH]c2ccccc2c1=O,CHEMBL3430912,CHEMBL3431316,6.0,=,=,IC50,nM,2511.89,CHEMBL368,pIC50,,6.0,T_cruzi,Trypanosoma cruzi,ChEMBL,Cc1[nH]c2ccccc2c(=O)c1Cc1c(C)[nH]c2ccccc2c1=O,5.59999938302362,Active,O=c1c(Cc2c[nH]c3ccccc3c2=O)c[nH]c2ccccc12
CHEMBL5036387,Antileishmanial activity against Leishmania infantum MHOM/MA(BE)/67 amastigotes infected in macrophages assessed as reduction in parasite burden by giemsa staining based microscopic analysis,F,CC1(COc2ccc(C(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,CHEMBL5036301,CHEMBL5085151,6.8,=,=,IC50,nM,160.0,CHEMBL612848,IC50,uM,0.16,L_infantum,Leishmania infantum,ChEMBL,CC1(COc2ccc(C(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,6.795880017344075,Active,c1ccc(OCC2CCn3ccnc3O2)cc1
CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,CN(C)c1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1,CHEMBL1862790,CHEMBL1862909,8.22,=,=,IC50,nM,6.0,CHEMBL368,IC50,uM,0.006,T_cruzi,Trypanosoma cruzi,ChEMBL,CN(C)c1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1,8.221848749616356,Active,c1ccc(C(c2ccccc2)c2cccnc2)cc1
CHEMBL1211499,Antileishmanial activity against Leishmania donovani amastigotes after 48 hrs by MTT assay,F,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,CHEMBL1208686,CHEMBL43185,,=,=,IC50,nM,1655000.0,CHEMBL367,IC50,mM,0.752,L_donovani,Leishmania donovani,ChEMBL,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,2.7812020018882624,Inactive,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
CHEMBL1038171,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen 2 epimastigotes assessed as parasite growth inhibition after 5 days,F,[O-][n+]1onc2ccc(/C=C\Sc3ccc(Cl)cc3)cc21,CHEMBL1156117,CHEMBL576893,5.38,=,=,IC50,nM,3500.0,CHEMBL368,IC50,uM,4.2,T_cruzi,Trypanosoma cruzi,ChEMBL,[O-][n+]1onc2ccc(/C=C\Sc3ccc(Cl)cc3)cc21,5.455931955649724,Active,C(=C/c1ccc2no[nH+]c2c1)/Sc1ccccc1
CHEMBL2028076,MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,F,Cl.c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,CHEMBL2028040,CHEMBL534319,5.99,=,=,IC50,nM,1014.25,CHEMBL612848,IC50,uM,1.0142463445663452,L_infantum,Leishmania infantum,ChEMBL,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,5.993854983623637,Active,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
CHEMBL919180,Antileishmanial activity against Leishmania infantum clone MCAN/GR/82/LEM497 promastigotes by MTT assay after 1 to 2 days,F,COc1ccc2c(c1)nc(/C=C/c1ccccc1)c1cccn12,CHEMBL1144505,CHEMBL224115,5.3,=,=,IC50,nM,5000.0,CHEMBL612848,IC50,uM,5.0,L_infantum,Leishmania infantum,ChEMBL,COc1ccc2c(c1)nc(/C=C/c1ccccc1)c1cccn12,5.301029995663981,Active,C(=C\c1nc2ccccc2n2cccc12)/c1ccccc1
CHEMBL2028076,MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,F,Brc1ccc(Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1,CHEMBL2028040,CHEMBL537778,5.39,=,=,IC50,nM,4056.99,CHEMBL612848,IC50,uM,4.056985378265381,L_infantum,Leishmania infantum,ChEMBL,Brc1ccc(Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1,5.391796062778831,Active,c1ccc(Nc2nc3ccccc3nc2Nc2ccccc2)cc1
CHEMBL4812131,Antitrypanosomal activity against nifurtimox-sensitive Trypanosoma cruzi Tulahuen CL2 infected in human MRC-5 SV2 cells assessed as inhibition of parasite growth measured after 7 days by spectrophotometric analysis,F,Nc1ncnc2c1cnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL4811241,CHEMBL4573679,6.54,=,=,IC50,nM,1375.0,CHEMBL368,IC50,uM,0.29,T_cruzi,Trypanosoma cruzi,ChEMBL,Nc1ncnc2c1cnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.861697301833718,Active,c1ncc2cnn([C@H]3CCCO3)c2n1
CHEMBL1804277,Antileishmanial activity against Leishmania donovani promastigotes,F,CC(=O)c1c(O)c(C=O)c(O)c2c1O[C@]1(CC2)[C@@H]2CC[C@@H](C2)C1(C)C,CHEMBL1800040,CHEMBL1800363,5.35,=,=,IC50,nM,4846.98,CHEMBL367,IC50,uM,4.47,L_donovani,Leishmania donovani,ChEMBL,CC(=O)c1c(O)c(C=O)c(O)c2c1O[C@]1(CC2)[C@@H]2CC[C@@H](C2)C1(C)C,5.31452877229448,Active,c1ccc2c(c1)CC[C@@]1(C[C@H]3CC[C@@H]1C3)O2
CHEMBL1217009,Antimicrobial activity against Leishmania donovani,F,CCCC[C@H]1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,CHEMBL1212812,CHEMBL1213502,4.92,=,=,IC50,nM,12000.0,CHEMBL367,IC50,uM,12.0,L_donovani,Leishmania donovani,ChEMBL,CCCC[C@H]1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,4.920818753952375,Inactive,O=C1C[C@@H]2CCC[C@@H]3CCC4OO[C@]32[C@H](O1)O4
CHEMBL3267574,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen 2 epimastigotes assessed as growth inhibition after 5 days,F,C=CCn1c(-c2ccc(OC)cc2)cs/c1=N\N=C\C=C\c1ccco1,CHEMBL3259808,CHEMBL3260111,5.31,=,=,IC50,nM,4900.0,CHEMBL368,IC50,uM,4.9,T_cruzi,Trypanosoma cruzi,ChEMBL,C=CCn1c(-c2ccc(OC)cc2)cs\c1=N/N=C/C=C/c1ccco1,5.309803919971486,Active,C(=C\c1ccco1)/C=N/N=c1/[nH]c(-c2ccccc2)cs1
CHEMBL4482216,Antileishmanial activity against Leishmania donovani MHOM-ET-67/L82 axenic amastigotes after 70 hrs by resazurin staining based fluorescence assay,F,Cc1oc(=O)c(Cc2c(O)c(C)c(C)oc2=O)c(O)c1C,CHEMBL4480462,CHEMBL4571711,4.8,=,=,IC50,nM,15700.0,CHEMBL367,IC50,uM,15.7,L_donovani,Leishmania donovani,ChEMBL,Cc1oc(=O)c(Cc2c(O)c(C)c(C)oc2=O)c(O)c1C,4.804100347590766,Inactive,O=c1occcc1Cc1cccoc1=O
CHEMBL812089,Antitrypanosomal activity against Trypanosoma cruzi,F,CN1c2cc(Cl)ccc2C=C2c3ccccc3NC21,CHEMBL1135534,CHEMBL118838,4.77,=,=,IC50,nM,17000.0,CHEMBL368,IC50,uM,17.0,T_cruzi,Trypanosoma cruzi,ChEMBL,CN1c2cc(Cl)ccc2C=C2c3ccccc3NC21,4.769551078621726,Inactive,C1=C2c3ccccc3NC2Nc2ccccc21
CHEMBL5333238,Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,F,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1O,CHEMBL5331088,CHEMBL2088012,5.68,=,=,IC50,nM,2090.0,CHEMBL367,IC50,uM,2.09,L_donovani,Leishmania donovani,ChEMBL,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1O,5.679853713888946,Active,O=C(Nc1ccccc1)c1ccccc1
CHEMBL4023801,Antitrypanosomal activity against Trypanosoma cruzi infected in human MRC5 cells after 7 days by alpha-galactosidase reporter gene assay,F,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(-c3ccc(OC(F)F)cc3)cn1)C2,CHEMBL4020832,CHEMBL4102045,7.11,=,=,IC50,nM,78.0,CHEMBL368,IC50,uM,0.078,T_cruzi,Trypanosoma cruzi,ChEMBL,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(-c3ccc(OC(F)F)cc3)cn1)C2,7.107905397309519,Active,c1ccc(-c2ccc(CO[C@H]3COc4nccn4C3)nc2)cc1
CHEMBL3431450,"GSK_TCAKS: pIC50 Leishmania donovani viability assay using fluorescence intensity. Assay plates (1536-well) were prepared by adding 30nL per well of compound. For single shot assay, the final compound concentration was 5uM. For potency determinations, eleven-point one in three dilution curves were generated with a top concentration of 50uM. Briefly, eGFP LdBOB axenic amastigotes were harvested, fixed and counted in a CASY cell counter (Roche-Applied Science). A final concentration of 1.5 * 10^5 cells per well were prepared in amastigote media containing 500 U/mL penicillin/streptomycin (Invitrogen) and 6uL was dispensed to each experimental well using a Multidrop Combi dispenser (Thermo Scientific). 6uL of assay media was dispensed to control columns used as reference for 100% compound response. Following incubation for 72 h at 37C, 5% CO2, 2 uL of resazurin was added to each well at a final concentration of 0.5 mM in phosphate buffered saline (PBS) with IGEPAL (Sigma-Aldrich), 0.05% (v/v). The plates were incubated for 4 h at room temperature and resorufin fluorescence was detected using a PerkinElmer EnVision plate reader with excitation at 528 nm and emission at 590 nm.",F,Cc1ccc2nc(N(Cc3cccnc3)C(=O)CCc3ccccc3)sc2c1,CHEMBL3430912,CHEMBL1325144,4.6,=,=,IC50,nM,25118.86,CHEMBL367,pIC50,,4.6,L_donovani,Leishmania donovani,ChEMBL,Cc1ccc2nc(N(Cc3cccnc3)C(=O)CCc3ccccc3)sc2c1,4.600000074606178,Inactive,O=C(CCc1ccccc1)N(Cc1cccnc1)c1nc2ccccc2s1
CHEMBL1943897,Antiparasitic activity against nifurtimox-sensitive amastigotes of Trypanosoma cruzi Tulahuen expressing LacZ gene infected in human MRC5 cells using chlorophenolred b-Dgalacto-pyranoside as substrate by colorimetric method,F,COC(=O)C1=NN(c2ccc(Cl)cc2)C2(C1)Nc1ccccc1N1C(C(=O)OC)=NN(c3ccc(Cl)cc3)C12,CHEMBL1938376,CHEMBL1939615,4.19,=,=,IC50,nM,64000.0,CHEMBL368,IC50,uM,64.0,T_cruzi,Trypanosoma cruzi,ChEMBL,COC(=O)C1=NN(c2ccc(Cl)cc2)C2(C1)Nc1ccccc1N1C(C(=O)OC)=NN(c3ccc(Cl)cc3)C12,4.1938200260161125,Inactive,C1=NN(c2ccccc2)C2N1c1ccccc1NC21CC=NN1c1ccccc1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,CS(=O)(=O)c1ccc(Nc2nccc(Nc3n[nH]c4ccc(F)cc34)n2)c(F)c1,CHEMBL3430912,CHEMBL3431284,5.4,=,=,IC50,nM,11896.105,CHEMBL368,pIC50,,5.4,T_cruzi,Trypanosoma cruzi,ChEMBL,CS(=O)(=O)c1ccc(Nc2nccc(Nc3n[nH]c4ccc(F)cc34)n2)c(F)c1,4.924595211204381,Inactive,c1ccc(Nc2nccc(Nc3n[nH]c4ccccc34)n2)cc1
CHEMBL4480788,Anti-trypanosomal activity against Trypanosoma cruzi IRHOD/CO/2008/SN3 epimastigotes after 72 hrs by Neubauer hemocytometric method,F,CC(C)(C)c1ccc(S(=O)(=O)n2cnc3ccccc32)cc1,CHEMBL4480385,CHEMBL4519623,5.52,=,=,IC50,nM,3000.0,CHEMBL368,IC50,uM,3.0,T_cruzi,Trypanosoma cruzi,ChEMBL,CC(C)(C)c1ccc(S(=O)(=O)n2cnc3ccccc32)cc1,5.522878745280337,Active,O=S(=O)(c1ccccc1)n1cnc2ccccc21
